PWS.ID,Primary.Source,Service.Connections.Count,Longitude,Latitude,Population.2016,Population.2021,Population.Change,Maximum.contaminant.levels.violation,Treatment.technique.violation,Health.violation,Monitoring.and.reporting.violation,SAFER.STATUS
CA1900803,Purchased water,237,-118.15663373878144,34.6238015711488,648,660,0.018518518518518517,0.0,0.0,0.0,1.0,Not At-Risk
CA1000186,Ground water,11,-120.099541856496,36.53336769030887,150,146,-0.02666666666666667,0.0,0.0,0.0,0.0,At-Risk
CA3410008,Ground water,12882,-121.35216193311184,38.41698707535659,40461,42540,0.05138281307926151,0.0,0.0,0.0,0.0,Not At-Risk
CA3600031,Ground water,136,-116.92223781598965,34.08545950776637,300,300,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3610005,Surface water,7885,-117.19713804793412,34.25369721308641,12548,7008,-0.44150462225055787,0.0,0.0,0.0,0.0,Not At-Risk
CA3610045,Purchased water,292,-117.22433773629972,34.230045609841895,579,820,0.4162348877374784,0.0,0.0,0.0,0.0,Potentially At-Risk
CA1910081,Ground water,470,-118.22493065177612,33.914758938776046,2300,2300,0.0,1.0,1.0,2.0,1.0,At-Risk
CA0110009,Purchased water,24550,-121.900277172694,37.73178130284625,75924,86895,0.14449976292081554,0.0,0.0,0.0,0.0,Not At-Risk
CA0900300,Surface water,118,-120.2958822730702,38.77389609126968,250,150,-0.4,0.0,0.0,0.0,3.0,Potentially At-Risk
CA5410004,Ground water,2736,-119.20821599687956,36.30564646111598,10908,11327,0.038412174550788415,0.0,0.0,0.0,0.0,Not At-Risk
CA5400604,Ground water,14,-118.9892531141741,36.05206455095236,150,103,-0.31333333333333335,0.0,0.0,0.0,1.0,At-Risk
CA5400819,Ground water,24,-119.22649051263495,36.32761126364405,44,44,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA1910108,Purchased water,1652,-118.1482406360033,33.97198777818527,11879,11292,-0.04941493391699638,0.0,0.0,0.0,1.0,At-Risk
CA2010006,Ground water,542,-120.02343937926096,36.94299390406103,2198,1789,-0.18607825295723385,0.0,0.0,0.0,0.0,Potentially At-Risk
CA2000544,Surface water,49,-119.65120281149736,37.05061721555872,162,162,0.0,37.0,3.0,40.0,0.0,Failing
CA2010008,Ground water,944,-119.8897465148862,36.92445221815317,3039,3172,0.04376439618295492,0.0,0.0,0.0,0.0,Failing
CA2010004,Ground water,496,-120.05186092560692,36.93416592847294,1637,1637,0.0,0.0,0.0,0.0,0.0,At-Risk
CA2010011,Ground water,473,-119.68112951763824,37.21267263136132,1562,1562,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA2000729,Surface water,41,-119.75146268914764,36.95311133701933,100,135,0.35,26.0,2.0,28.0,1.0,Failing
CA0300037,Surface water,331,-120.891681085449,38.30289915407479,2000,3553,0.7765,0.0,0.0,0.0,2.0,Not At-Risk
CA2000521,Purchased water,178,-119.64071975367412,37.32786529307467,498,498,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA4910023,Ground water,2284,-122.75127338747224,38.5055131734163,7746,7524,-0.02865995352439969,0.0,0.0,0.0,0.0,Not At-Risk
CA4910024,Ground water,306,-122.9091057608491,38.710037412993,1030,1014,-0.015533980582524271,0.0,0.0,0.0,0.0,Not At-Risk
CA1910243,Purchased water,429,-118.3007045555785,34.61555134487734,1231,900,-0.2688870836718115,0.0,0.0,0.0,0.0,Potentially At-Risk
CA3710037,Purchased water,23163,-116.86931794502593,32.83815325506998,96589,92045,-0.04704469453043307,0.0,0.0,0.0,0.0,Not At-Risk
CA1110002,Ground water,639,-122.01206601867122,39.74302520939092,2181,2607,0.1953232462173315,0.0,0.0,0.0,0.0,Not At-Risk
CA1510031,Purchased water,48076,-119.11623107498838,35.33142269910556,141087,149796,0.06172787003763635,0.0,0.0,0.0,0.0,Not Assessed
CA5400935,Ground water,42,-118.99345639056972,36.04070079296298,135,138,0.022222222222222223,0.0,0.0,0.0,0.0,Not At-Risk
CA5410041,Ground water,181,-119.2819304996368,36.20182940094886,716,716,0.0,0.0,0.0,0.0,0.0,At-Risk
CA1510055,Surface water,6583,-119.104923182383,35.41904554217558,23886,24313,0.017876580423679143,0.0,0.0,0.0,0.0,At-Risk
CA5410016,Ground water,45609,-119.324406531601,36.32615633024576,138404,141165,0.01994884540909222,0.0,0.0,0.0,0.0,Not Assessed
CA1010024,Ground water,6078,-119.61914826497868,36.57784964331592,24794,26062,0.05114140517867226,0.0,0.0,0.0,0.0,Not At-Risk
CA4810002,Ground water,3042,-121.82610540184396,38.446366156015046,9278,10054,0.08363871524035353,0.0,0.0,0.0,0.0,Potentially At-Risk
CA1910050,Purchased water,991,-118.1520256613726,33.99667427178659,3828,4203,0.09796238244514106,0.0,0.0,0.0,0.0,Potentially At-Risk
CA1910036,Purchased water,24371,-118.16918609911076,34.032673324655896,150729,151576,0.0056193565936216655,0.0,0.0,0.0,0.0,Not Assessed
CA4100551,Ground water,10,-122.4026397926586,37.23744939153885,50,50,0.0,0.0,0.0,0.0,1.0,At-Risk
CA5010018,Ground water,6838,-120.93803245712677,37.72981109854285,23298,25244,0.08352648295991072,0.0,0.0,0.0,0.0,Failing
CA2300837,Ground water,23,-123.1621183992898,39.089540431007485,75,75,0.0,0.0,0.0,0.0,6.0,Not At-Risk
CA5400934,Ground water,146,-118.52761715020104,36.104421966358856,280,340,0.21428571428571427,0.0,0.0,0.0,0.0,Not At-Risk
CA5400732,Ground water,84,-118.62896153846545,36.139091923792,51,35,-0.3137254901960784,0.0,0.0,0.0,1.0,Not At-Risk
CA1300550,Surface water,306,-115.50350016249996,32.77962357930102,600,600,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA5601144,Ground water,109,-118.8222697534326,34.39938014340206,600,600,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA5510016,Ground water,347,-120.14888972354257,38.07901569259258,300,300,0.0,0.0,0.0,0.0,0.0,Failing
CA1210021,Purchased water,330,-124.05632031749656,40.84180477916593,735,904,0.22993197278911565,0.0,0.0,0.0,0.0,Not At-Risk
CA2702608,Ground water,21,-121.67873739474966,36.82704184767358,60,60,0.0,0.0,0.0,0.0,0.0,Failing
CA4400645,Ground water,18,-122.04041714586836,37.074506852899326,45,45,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1500475,Ground water,179,-118.89546069084804,34.85033071978845,462,501,0.08441558441558442,0.0,0.0,0.0,4.0,Failing
CA3310800,Purchased water,1357,-117.57143286098204,33.92893120520348,5400,3800,-0.2962962962962963,2.0,0.0,2.0,2.0,Not At-Risk
CA4900850,Ground water,38,-122.98061878194147,38.3495507026425,77,77,0.0,1.0,0.0,1.0,0.0,Failing
CA1310005,Surface water,1642,-115.38779328930366,32.81384387339845,6032,6355,0.05354774535809018,11.0,0.0,11.0,0.0,Failing
CA5510005,Surface water,1582,-120.23140559642437,38.03589599012293,2226,2226,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1810003,Ground water,147,-121.13874055948196,41.1222092251634,320,450,0.40625,0.0,0.0,0.0,0.0,Potentially At-Risk
CA4000775,Ground water,16,-120.7019414226084,35.645036464509616,30,30,0.0,1.0,0.0,1.0,0.0,Failing
CA3000519,Ground water,42,-117.99015786588724,33.79364405480262,120,139,0.15833333333333333,0.0,0.0,0.0,0.0,Not At-Risk
CA4210004,Surface water,16386,-119.84301654946924,34.446114807748295,86946,84462,-0.028569456904285417,0.0,0.0,0.0,0.0,Not At-Risk
CA1500585,Ground water,39,-118.93844065613746,35.32141503208595,100,100,0.0,10.0,0.0,10.0,0.0,Failing
CA1510028,Ground water,2354,-119.1516523708185,34.84505038095795,1800,1600,-0.1111111111111111,0.0,0.0,0.0,0.0,Not At-Risk
CA5400710,Ground water,98,-119.08823907939482,36.309808092463925,300,272,-0.09333333333333334,0.0,0.0,0.0,0.0,Not At-Risk
CA4010026,Purchased water,4464,-120.50455667999474,35.043117484176605,12512,13173,0.05282928388746803,0.0,0.0,0.0,0.0,Not At-Risk
CA5610023,Purchased water,25667,-118.7462066927981,34.26582533540208,86000,94738,0.1016046511627907,0.0,0.0,0.0,0.0,Not At-Risk
CA4900584,Surface water,189,-123.2815633029806,38.54213436081795,113,271,1.3982300884955752,1.0,0.0,1.0,1.0,Not At-Risk
CA2000506,Ground water,89,-119.53373579644074,37.27263581593514,180,200,0.1111111111111111,16.0,0.0,16.0,0.0,Failing
CA1310800,Purchased water,2001,-115.4849256806862,33.16642150932256,4800,4800,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA4700627,Ground water,51,-122.63371170189176,41.685351792887445,130,130,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA5210005,Ground water,1378,-122.21992149637704,40.35582516574472,3450,3329,-0.035072463768115944,0.0,0.0,0.0,0.0,Not At-Risk
CA1410006,Purchased water,304,-118.29160158152712,37.16669301091556,1056,792,-0.25,0.0,0.0,0.0,1.0,Not At-Risk
CA1500542,Ground water,104,-118.38892513245467,35.122195886276685,275,275,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1000229,Ground water,113,-119.85434855815956,36.78073991170047,300,350,0.16666666666666666,0.0,0.0,0.0,0.0,Potentially At-Risk
CA5400504,Ground water,62,-119.00913540204836,36.03940042163044,200,154,-0.23,0.0,0.0,0.0,1.0,Not At-Risk
CA5400523,Ground water,47,-119.42498924537676,36.54710979934367,100,100,0.0,6.0,0.0,6.0,2.0,Failing
CA2701040,Ground water,24,-121.3773643758485,36.45907506342025,72,72,0.0,7.0,0.0,7.0,0.0,Failing
CA2701918,Ground water,32,-121.32978043692977,36.48507447699245,93,93,0.0,0.0,0.0,0.0,1.0,Potentially At-Risk
CA2700663,Ground water,13,-121.6575360432508,36.904392246160526,60,66,0.1,0.0,0.0,0.0,1.0,Not At-Risk
CA2701904,Ground water,67,-121.536478107229,36.64296503576221,249,249,0.0,0.0,0.0,0.0,0.0,At-Risk
CA2710702,Ground water,160,-121.23365849620502,35.99928802869316,5500,5000,-0.09090909090909091,0.0,0.0,0.0,0.0,Not At-Risk
CA4510006,Surface water,3897,-122.37752794043314,40.6789104537855,10293,10657,0.035363839502574566,0.0,0.0,0.0,0.0,Not At-Risk
CA3901217,Ground water,15,-121.1352353713494,38.14107442564248,41,41,0.0,1.0,0.0,1.0,0.0,Not At-Risk
CA3900569,Ground water,28,-121.22729093156052,37.918994442400255,60,60,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA3110003,Surface water,2032,-120.87154072729132,39.005878635264594,5500,6000,0.09090909090909091,0.0,0.0,0.0,0.0,Not At-Risk
CA3310001,Ground water,106916,-116.19867471014864,33.626551982128824,206152,297500,0.4431099382979549,0.0,0.0,0.0,0.0,Not Assessed
CA3310048,Ground water,1603,-116.31420753490218,33.86911783600081,5089,4300,-0.1550402829632541,0.0,0.0,0.0,0.0,Not At-Risk
CA3110025,Surface water,26728,-121.2058204018178,38.811495824115546,83394,83546,0.001822673093987577,0.0,0.0,0.0,0.0,Not At-Risk
CA3110040,Purchased water,38,-121.350552502978,38.74925931806867,122,122,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3110124,Surface water,17,-120.8061265073258,39.210817695761335,56,56,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3110050,Surface water,67,-121.00247799321453,38.98387598060539,215,215,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3110024,Surface water,270,-120.82980307430728,39.190750495546695,875,875,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA5500019,Ground water,43,-120.06149914460045,38.13949889136316,537,505,-0.0595903165735568,0.0,0.0,0.0,0.0,Not At-Risk
CA4410016,Ground water,326,-122.08119527462546,37.0324660818825,1200,1067,-0.11083333333333334,0.0,0.0,0.0,0.0,Not At-Risk
CA4200572,Ground water,62,-119.74074829915368,34.42583812754231,200,200,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA0500027,Ground water,70,-120.42898258109744,38.442419301516814,99,99,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3301800,Ground water,26,-116.73544876399008,33.774131466697014,40,40,0.0,1.0,0.0,1.0,0.0,Not At-Risk
CA2900531,Ground water,131,-121.17698140737866,39.19951000426354,300,300,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3100040,Surface water,121,-120.95233401075409,39.11819743674014,200,200,0.0,0.0,0.0,0.0,2.0,At-Risk
CA2410012,Ground water,1649,-120.85202056767336,37.40556815811596,4850,5416,0.11670103092783506,0.0,0.0,0.0,1.0,Not At-Risk
CA0500019,Ground water,38,-120.4443517416483,38.19153899326979,125,125,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA4200870,Ground water,53,-120.53235045148372,34.83691530632345,234,234,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA0500091,Surface water,13,-120.53709222498064,38.17233142201589,150,150,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3301018,Ground water,47,-116.72367541588436,33.54379640260486,150,150,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA4200918,Ground water,39,-119.80556453374057,34.540678220581455,45,845,17.77777777777778,0.0,0.0,0.0,4.0,At-Risk
CA2700678,Ground water,15,-121.68761590335376,36.81722953885157,42,42,0.0,0.0,0.0,0.0,0.0,At-Risk
CA2700589,Ground water,26,-121.66183075726036,36.82748811521306,78,73,-0.0641025641025641,0.0,0.0,0.0,0.0,Potentially At-Risk
CA2700656,Ground water,19,-121.64173225063628,36.81401227656549,67,67,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA1900130,Ground water,250,-118.02391875197956,34.04747557581768,1400,700,-0.5,0.0,0.0,0.0,0.0,Potentially At-Risk
CA5500125,Ground water,75,-120.33265879988174,37.96855278296985,210,210,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA5410020,Ground water,1957,-119.09950964696274,36.41308639825882,7702,7950,0.03219942871981304,0.0,0.0,0.0,5.0,At-Risk
CA4300909,Surface water,32,-121.6415951728109,37.34148837813995,25,284,10.36,0.0,0.0,0.0,1.0,Not At-Risk
CA1500374,Ground water,45,-118.51539411028936,35.12661177877551,149,149,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1500407,Ground water,162,-118.49028380276664,35.71742188678302,600,211,-0.6483333333333333,0.0,0.0,0.0,0.0,At-Risk
CA1510026,Ground water,221,-118.45643466513953,35.579408927445265,784,419,-0.4655612244897959,0.0,0.0,0.0,0.0,At-Risk
CA1510039,Ground water,804,-118.37581657055016,35.637047834398096,2959,1394,-0.5288948969246366,0.0,0.0,0.0,0.0,Not At-Risk
CA1510043,Ground water,206,-118.22183033787122,35.687427488622525,686,268,-0.60932944606414,0.0,0.0,0.0,0.0,At-Risk
CA1510049,Ground water,209,-118.46629984146992,35.63292101615567,686,271,-0.6049562682215743,0.0,0.0,0.0,0.0,At-Risk
CA1510056,Ground water,528,-118.4964121033924,35.59247570285899,1635,348,-0.7871559633027523,0.0,0.0,0.0,0.0,At-Risk
CA2710009,Ground water,2749,-121.12835869563855,36.21565966529548,14441,14441,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA2710010,Ground water,24712,-121.64337909643272,36.687100804605926,106858,106858,0.0,0.0,0.0,0.0,0.0,Not Assessed
CA2710012,Ground water,1632,-121.66261115460917,36.60815534394475,8213,8213,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1500333,Ground water,80,-118.16093288792813,35.05725715126788,115,116,0.008695652173913044,0.0,0.0,0.0,0.0,Potentially At-Risk
CA1510033,Surface water,1903,-118.42166402830912,35.75261304208941,5290,2520,-0.5236294896030246,9.0,0.0,9.0,0.0,At-Risk
CA4110006,Surface water,18532,-122.29291017125864,37.393428260337416,58432,58432,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA4110007,Purchased water,10465,-122.26625351447758,37.49181254988931,29554,30955,0.0474047506259728,0.0,0.0,0.0,0.0,Not At-Risk
CA4110008,Purchased water,25435,-122.31194750103704,37.54217204134431,101004,107465,0.06396776365292464,0.0,0.0,0.0,0.0,Not Assessed
CA4110009,Purchased water,16406,-122.42716010017664,37.66150295009324,61223,62039,0.013328324322558515,0.0,0.0,0.0,0.0,Not At-Risk
CA4310001,Purchased water,18528,-122.07207568331376,37.35467323805946,68404,70014,0.02353663528448629,0.0,0.0,0.0,0.0,Not At-Risk
CA0410002,Ground water,29610,-121.8354282541976,39.74344885526331,100435,104908,0.0445362672375168,0.0,0.0,0.0,0.0,Not Assessed
CA0410005,Surface water,3551,-121.55891078058812,39.497901573289866,9427,10698,0.13482550121990028,0.0,0.0,0.0,0.0,At-Risk
CA5810001,Ground water,3722,-121.58151682664828,39.15285770193006,12017,12231,0.01780810518432221,0.0,0.0,0.0,0.0,Not At-Risk
CA1110003,Ground water,2387,-122.20053864988569,39.52184009641551,7035,7153,0.016773276474769012,0.0,0.0,0.0,0.0,Not At-Risk
CA1910104,Purchased water,24081,-118.36485307464432,33.76815383218652,69889,70363,0.00678218317617937,0.0,0.0,0.0,0.0,Not At-Risk
CA1710005,Surface water,1236,-122.78863306931422,39.08336517892933,2369,2397,0.011819333051920641,0.0,0.0,0.0,0.0,Not At-Risk
CA5610016,Purchased water,6908,-118.8164132522191,34.172549648705925,19451,19477,0.00133669220091512,0.0,0.0,0.0,0.0,Not At-Risk
CA1510003,Surface water,58777,-118.9543830007131,35.37524875594818,254603,259157,0.017886670620534714,0.0,0.0,0.0,0.0,Not Assessed
CA4810701,Purchased water,1,-121.94492613996891,38.26275302714488,7190,7190,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1910134,Purchased water,26722,-118.37057208662866,33.86697061307412,95774,96456,0.00712093052394178,0.0,0.0,0.0,0.0,Not At-Risk
CA3910001,Purchased water,43871,-121.28340852519308,37.95551253114277,170414,173272,0.016770922576783597,0.0,0.0,0.0,0.0,Not Assessed
CA1910033,Purchased water,32996,-118.2712419238863,33.838929136444435,142131,143227,0.00771119600931535,0.0,0.0,0.0,4.0,Not Assessed
CA1910047,Purchased water,6218,-118.34701402357705,33.91728143845128,44504,44690,0.00417939960452993,0.0,0.0,0.0,2.0,Not At-Risk
CA1910010,Ground water,673,-118.1674178213717,34.65714382772365,1787,1422,-0.204252937884723,0.0,0.0,0.0,0.0,Potentially At-Risk
CA1910242,Ground water,209,-118.44738538437105,34.67640674442941,667,952,0.4272863568215892,0.0,0.0,0.0,0.0,Not At-Risk
CA5402038,Ground water,153,-119.29441350844348,36.38177149309497,550,550,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3301031,Surface water,178,-116.90746807281734,33.97374931574998,545,552,0.012844036697247707,0.0,0.0,0.0,0.0,Not At-Risk
CA5510011,Surface water,535,-120.05541447952804,38.15641496564214,375,153,-0.592,0.0,0.0,0.0,0.0,Not At-Risk
CA1200541,Surface water,66,-123.78719061642792,40.21069530051008,300,300,0.0,0.0,1.0,1.0,2.0,Not At-Risk
CA1510004,Ground water,248,-118.99278899627872,35.33792953856285,900,900,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1010052,Ground water,229,-119.3097149628043,37.07878133104304,875,850,-0.02857142857142857,0.0,0.0,0.0,0.0,Not At-Risk
CA4410010,Surface water,24554,-122.0343993051163,36.984709987223646,94887,97767,0.03035189225078251,0.0,0.0,0.0,0.0,Not At-Risk
CA5510007,Surface water,388,-120.01237042350256,38.19728710110106,1330,1283,-0.035338345864661655,0.0,1.0,1.0,1.0,Failing
CA1000057,Ground water,29,-119.8588162673779,36.75827362040256,99,96,-0.030303030303030304,6.0,0.0,6.0,0.0,Failing
CA3310031,Ground water,66033,-117.4080872110661,33.94148536966012,300106,312045,0.03978261014441564,0.0,0.0,0.0,0.0,Not Assessed
CA4900536,Ground water,109,-122.94824682453996,38.4083575299324,277,383,0.38267148014440433,0.0,0.0,0.0,1.0,Potentially At-Risk
CA1200590,Ground water,14,-124.10561434448825,41.031624838612025,31,33,0.06451612903225806,0.0,0.0,0.0,0.0,Not At-Risk
CA4010018,Ground water,1505,-120.49917260534102,35.0172469390572,4904,4409,-0.10093800978792822,0.0,0.0,0.0,0.0,Not At-Risk
CA5610059,Purchased water,13498,-118.72948584340668,34.261807637675425,40638,43934,0.08110635365913677,0.0,0.0,0.0,0.0,Potentially At-Risk
CA1210024,Surface water,226,-124.10772740049153,41.03610072715743,490,490,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA4901221,Ground water,16,-122.86919933393628,38.43370564514302,45,50,0.1111111111111111,0.0,0.0,0.0,0.0,At-Risk
CA1700546,Surface water,89,-122.74015955985752,38.98089650553628,263,252,-0.04182509505703422,0.0,0.0,0.0,0.0,At-Risk
CA5500071,Ground water,100,-120.47205526405382,37.94948127130789,269,269,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA4600012,Surface water,57,-120.84326685000866,39.46878345448163,80,80,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA5400769,Ground water,14,-119.04462175979798,36.11378376524016,122,41,-0.6639344262295082,0.0,0.0,0.0,3.0,At-Risk
CA5400792,Ground water,177,-119.1472210036236,36.08358865455087,725,650,-0.10344827586206896,0.0,0.0,0.0,0.0,Failing
CA5400631,Ground water,195,-119.2218557829264,36.30968833776749,720,694,-0.03611111111111111,0.0,0.0,0.0,0.0,At-Risk
CA5410009,Ground water,840,-119.29472523311544,35.96703647583524,3310,2772,-0.16253776435045317,11.0,0.0,11.0,1.0,Failing
CA1700508,Ground water,131,-122.73453303707026,39.02832739822527,300,300,0.0,0.0,0.0,0.0,2.0,Not At-Risk
CA1010027,Ground water,5914,-119.44766831219457,36.59669286493625,24842,25917,0.04327348844698495,0.0,0.0,0.0,0.0,Potentially At-Risk
CA1500442,Ground water,20,-119.05066425583271,35.34590984995915,37,37,0.0,17.0,0.0,17.0,1.0,Failing
CA4310013,Purchased water,1497,-122.16763192076928,37.42487896474135,29635,32218,0.08716045216804454,1.0,0.0,1.0,0.0,Not At-Risk
CA3610800,Ground water,1,-116.90586626538447,34.0332633435129,179,84,-0.5307262569832403,0.0,0.0,0.0,0.0,Not At-Risk
CA3610025,Ground water,4727,-116.2811415829118,34.166645637004926,9514,9665,0.01587134748791255,0.0,0.0,0.0,0.0,At-Risk
CA3010027,Purchased water,35462,-117.82792390368832,33.805054589475546,138640,140094,0.010487593768032315,0.0,0.0,0.0,1.0,Not Assessed
CA3400101,Ground water,82,-121.51567506296432,38.36894315257192,100,100,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3400106,Ground water,166,-121.51218741493332,38.24192665632809,300,300,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3400156,Unknown source,33,-121.31134005610834,38.50833631429899,150,150,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3400229,Ground water,13,-121.42289161835666,38.30716039363168,2800,2800,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1210011,Surface water,584,-123.82470088417044,40.12011931319719,1500,1500,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA0800555,Surface water,239,-123.97345883582064,41.84683394525516,775,775,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3701934,Ground water,57,-116.53057245267438,32.84248484748186,350,350,0.0,0.0,0.0,0.0,2.0,Potentially At-Risk
CA3910022,Surface water,202,-121.49633798358884,38.1105915748624,350,950,1.7142857142857142,3.0,0.0,3.0,0.0,Failing
CA2600621,Ground water,43,-118.32759169021834,37.360877986717206,50,142,1.84,0.0,0.0,0.0,0.0,Potentially At-Risk
CA3600025,Ground water,42,-117.13010556881616,34.85312124729438,124,124,0.0,20.0,0.0,20.0,0.0,Failing
CA3200114,Ground water,40,-120.94229955661991,39.98222316614726,28,28,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA5200547,Ground water,32,-122.20851110560277,40.18530273582639,75,75,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA0707576,Ground water,195,-121.61415366753693,38.02112277196724,380,380,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA5000099,Ground water,55,-121.00372505490031,37.74745922384982,110,110,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA3601015,Ground water,74,-116.58235649558956,34.95008342795819,1000,1000,0.0,40.0,0.0,40.0,0.0,Failing
CA3600785,Ground water,50,-116.66684668585428,34.90528260034276,250,250,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA4500314,Ground water,31,-121.88458281386136,40.49519609596269,42,31,-0.2619047619047619,0.0,0.0,0.0,0.0,At-Risk
CA4500313,Ground water,79,-122.2340493110292,40.55981071016781,261,261,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA1900794,Ground water,145,-118.16233758211264,34.67130671478516,445,445,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA5800850,Ground water,41,-121.09528876191985,39.42854564328656,60,60,0.0,0.0,0.0,0.0,0.0,At-Risk
CA3100069,Ground water,54,-121.04784558983788,38.94266261362191,131,131,0.0,0.0,0.0,0.0,0.0,At-Risk
CA3107339,Surface water,101,-121.14577693141234,38.773196768996286,333,333,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA2700792,Ground water,34,-121.6624009380586,36.79629831996023,102,95,-0.06862745098039216,0.0,0.0,0.0,0.0,At-Risk
CA2702110,Ground water,17,-121.70498406227834,36.88390125590261,60,60,0.0,0.0,0.0,0.0,0.0,At-Risk
CA2700624,Ground water,23,-121.7066430605145,36.80987738284899,66,66,0.0,0.0,0.0,0.0,0.0,At-Risk
CA2700992,Ground water,51,-121.42802420605696,36.24840254328618,150,25,-0.8333333333333334,0.0,0.0,0.0,0.0,Failing
CA4310012,Purchased water,25828,-121.96802764112104,37.3644815309345,117200,129104,0.10156996587030717,0.0,0.0,0.0,0.0,Not Assessed
CA5400682,Ground water,42,-119.13524786347811,36.14407472656725,138,138,0.0,3.0,0.0,3.0,2.0,Failing
CA1910155,Purchased water,51888,-118.31385847424372,33.90611215346369,271566,275538,0.014626278694681956,0.0,0.0,0.0,0.0,Not Assessed
CA1800512,Ground water,166,-121.0511565004796,40.29580472475314,400,400,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk
CA5400616,Ground water,60,-119.02603316474634,36.38430714055007,200,109,-0.455,18.0,0.0,18.0,0.0,Failing
CA3100043,Ground water,32,-121.18150739790416,38.900692617820695,75,75,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3110023,Ground water,269,-120.0828452611476,39.22899840220772,524,524,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3110036,Purchased water,273,-120.10891378795722,39.19049831381999,800,800,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA3110001,Surface water,3260,-120.05231759821449,39.23743601100888,5000,5300,0.06,0.0,0.0,0.0,0.0,Not At-Risk
CA1910179,Purchased water,25786,-118.32334698778368,34.187987844960986,106084,105861,-0.0021021077636589874,0.0,0.0,0.0,0.0,Not Assessed
CA0410007,Surface water,2369,-121.6066715886038,39.75633848833639,26299,4600,-0.8250884064032853,0.0,0.0,0.0,0.0,Not At-Risk
CA3100538,Ground water,15,-121.32114307186632,38.75034978566156,31,31,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA5800863,Ground water,30,-121.25293453714376,39.328547278030136,325,325,0.0,0.0,0.0,0.0,0.0,Not At-Risk
CA5800803,Ground water,70,-121.44140284783964,39.29848629518053,200,200,0.0,0.0,0.0,0.0,0.0,At-Risk
CA4710001,Surface water,420,-121.92091096492705,41.96153126775111,887,887,0.0,0.0,0.0,0.0,1.0,Not At-Risk
CA4010023,Ground water,587,-120.62643331698573,35.22302974239079,1957,1299,-0.3362289218191109,0.0,0.0,0.0,0.0,Not At-Risk
CA4010040,Ground water,959,-120.5754993141094,35.07829126859068,2582,2559,-0.008907823392718823,0.0,0.0,0.0,0.0,Not At-Risk
CA4210016,Ground water,11710,-120.42684671770772,34.871806990958014,29543,32569,0.10242697085604034,0.0,0.0,0.0,0.0,Not At-Risk
