pws.id,longitude,latitude
CA0400041,-121.67526020865498,39.875699258329725
CA0400042,-121.67546376759587,39.87563261925212
CA0400045,-121.74928233857638,39.8946308879761
CA0400046,-121.57757698707461,39.77685973515213
CA0400048,-121.9590307465958,39.73804104380108
CA0400049,-121.67932092153093,39.74079362555748
CA0400051,-121.60470895032756,39.44205682911573
CA0400058,-121.6861958776715,39.34740713025992
CA0400060,-121.53505976849297,39.328828976980915
CA0400062,-121.74841577338508,39.495332751066215
CA0400063,-121.65872493729776,39.33516937371762
CA0400064,-121.52785228745257,39.7311363751809
CA0400065,-121.56230432268447,39.65118067534681
CA0400066,-121.80431840788576,39.64824027552288
CA0400067,-121.61055359844886,39.38327307578446
CA0400068,-121.37457794205291,39.62511443807219
CA0400070,-121.64498557744048,39.64949772582857
CA0400073,-121.9549437315626,39.78067159076662
CA0400078,-121.67091398723075,39.86916277163451
CA0400079,-121.66704462548834,39.884413011987455
CA0400080,-121.72087820383172,39.936759245113116
CA0400081,-121.45583795064756,39.634950828698884
CA0400090,-121.67928026613369,39.87547372083659
CA0400091,-121.68722264007009,39.78063863043857
CA0400093,-121.55066396516023,40.0805263537956
CA0400094,-121.54072269486515,40.08246603691739
CA0400103,-121.46781332830058,40.02768564733856
CA0400105,-121.80934414048743,39.31260528926054
CA0400106,-121.5822210678655,39.49753884521614
CA0400107,-121.2636815757583,39.59369862864627
CA0400111,-121.57721372076081,39.48005315915533
CA0400117,-121.60430411078029,39.43185759001076
CA0400119,-121.82128341277871,39.70356802804667
CA0400120,-121.78017602513805,39.76885513335655
CA0400123,-121.68774013545332,39.84929718861146
CA0400125,-121.78731750410999,39.70905374136941
CA0400132,-121.89248499479035,39.28960603698776
CA0400133,-121.74752157872477,39.49968676343316
CA0400137,-121.11728704713175,39.58432549152773
CA0400138,-121.0912171338269,39.58749958815683
CA0400142,-121.55375280302471,40.09301315908599
CA0400143,-121.51766799187365,40.07937584869924
CA0400144,-121.49693163565446,40.10241234598055
CA0400149,-121.6951367424484,39.85377367967059
CA0400150,-121.77173850980616,39.702332100187334
CA0400151,-121.88439671175814,39.811119287127646
CA0400152,-121.58356760166518,39.784311357579135
CA0400154,-121.80323296438037,39.70628218456382
CA0400155,-121.54128892936602,40.08340301370501
CA0400160,-121.86365383503536,39.74428738171398
CA0400161,-121.84319655381921,39.78914367851585
CA0400162,-121.892778206204,39.792609026273986
CA0400164,-121.3651041392855,39.648827072484366
CA0400166,-121.79072376737008,39.695445188971505
CA0400169,-121.67867978698422,39.32273915582791
CA0400175,-121.78937560247256,39.70302169450566
CA0405001,-121.56214300722235,39.68508756030864
CA0405003,-121.80958002627185,39.71663157715834
CA0409181,-121.6647721098256,39.73501142065669
CA0409182,-121.70783355397603,39.713451262771876
CA0409183,-121.87962050264201,39.80247917666158
CA0410001,-121.7678276453785,39.369080474537355
CA0410002,-121.83542825419761,39.74344885526331
CA0410003,-121.80423820067737,39.64449415971396
CA0410004,-121.6970651176042,39.3622400966765
CA0410005,-121.55891078058812,39.497901573289866
CA0410006,-121.45304108593955,39.49716256067542
CA0410007,-121.60667158860379,39.75633848833639
CA0410008,-121.59060452974761,39.542880423208345
CA0410009,-121.58093219948043,39.805329862828486
CA0410011,-121.60034073710582,39.814838908190445
CA0410012,-121.40100759109652,39.38957262290199
CA0410016,-121.87495323913362,39.778230726053486
CA0410017,-121.57178231352488,39.69594987380084
CA0410018,-121.53026064652146,39.90725285347671
CA0410019,-121.82125545699249,39.685759794183
CA0500003,-120.81446079072084,38.15436465107077
CA0500004,-120.51729123703194,38.329179413903645
CA0500007,-120.50130094223317,38.14210998644068
CA0500019,-120.4443517416483,38.19153899326979
CA0500021,-120.09746175555338,38.42633455675319
CA0500026,-120.45573949568855,38.37775864993024
CA0500027,-120.42898258109743,38.442419301516814
CA0500028,-120.07188169439894,38.44678850728571
CA0500032,-120.53690702037353,37.9876996441399
CA0500043,-120.04990023544887,38.42082135647337
CA0500044,-120.10710476666819,38.41611263479401
CA0500050,-120.76171919799202,38.02671659874229
CA0500055,-120.10560755882184,38.41591173364311
CA0500057,-120.50942473335937,38.20286898542168
CA0500068,-120.5399752361419,38.38619617967225
CA0500069,-120.88358432131504,38.18289628796614
CA0500075,-120.50729885437097,38.31119901566919
CA0500082,-120.52206607723747,38.043870978682534
CA0500085,-120.75688585331531,38.21394964209125
CA0500088,-120.4660713105122,38.06884064311649
CA0500090,-120.58462825391689,38.35405497352898
CA0500091,-120.53709222498064,38.17233142201589
CA0500095,-120.53367730468224,38.03958516019295
CA0500098,-120.64757135102857,38.146403700496606
CA0500099,-120.66152180840959,38.09765156027895
CA0500100,-120.88056362846801,38.184185640750705
CA0500101,-120.48899248760326,38.00503302346616
CA0500104,-120.89071301082008,38.183188581681904
CA0500105,-120.65629230562176,38.233993800005216
CA0510001,-120.44313248896177,38.141678608470265
CA0510002,-120.68829088936997,38.261203364299554
CA0510003,-120.55325637999013,38.07376204966908
CA0510004,-120.4560912860178,38.17541048991445
CA0510005,-120.53780907542428,38.40418589133964
CA0510006,-120.83814036522496,38.155426518491
CA0510009,-120.33220008520318,38.251855490332126
CA0510010,-120.82811058071,38.19331850160181
CA0510011,-120.27332962189573,38.295919436932486
CA0510012,-120.92401159914218,38.22167692512678
CA0510016,-120.35011195588004,38.25552726618785
CA0510017,-120.62924154752373,37.92909383683454
CA0510019,-120.95831830860082,38.19720972209095
CA0510301,-120.26977087494228,38.259800178037395
CA0590901,-120.45527880445519,38.142928724968996
CA0600005,-122.54676657825895,39.370055120534914
CA0600008,-121.89614821844377,39.07216053927521
CA0600011,-122.01492166242187,39.19019293451096
CA0600012,-122.01908725416949,39.21195656532475
CA0600013,-122.01179182811529,39.40339621525894
CA0600016,-122.42234170090215,39.038915587557696
CA0600027,-121.92703751615147,39.361150425984796
CA0600042,-122.14091836603403,39.00842705807959
CA0600050,-122.18203227230686,39.240843067822375
CA0600056,-122.71350038179104,39.30627195436316
CA0600061,-122.11032788958288,39.10496020810849
CA0605002,-122.12407922928249,39.12531746596318
CA0605006,-122.16240953889557,39.27578424790013
CA0605007,-122.01824900617348,38.96088738146191
CA0605010,-122.03794644310912,39.197111326383066
CA0605011,-122.05873220104519,39.003525108018884
CA0610001,-122.0593236980249,39.017206615970316
CA0610002,-122.01101432327276,39.20680789572999
CA0610003,-122.19325346156464,39.27682883781725
CA0610004,-122.14710480122758,39.15456350788034
CA0701706,-121.74519536385323,37.80698163670072
CA0701707,-121.69588792951427,37.849727452203325
CA0702185,-121.99188505367654,37.84559551410361
CA0706000,-121.60477783374377,37.836997140606314
CA0706004,-121.62439306208988,37.99023958272727
CA0706005,-121.63877521087431,38.01410998147022
CA0706007,-121.6950409686033,37.90245910467077
CA0706014,-121.6596897457693,38.02509368925043
CA0706015,-121.63639246563753,38.010857543654126
CA0706018,-121.57028490901598,37.93903668428714
CA0706022,-121.6409885418919,37.87211433467334
CA0706026,-121.64233658961943,38.01112528371586
CA0706027,-121.62154935235692,37.87575437003699
CA0706028,-121.66050279161577,37.96792436902144
CA0706029,-121.64026872431032,37.87756269086441
CA0706030,-121.67294746289909,38.03614492916556
CA0706031,-121.6419730579359,37.889753404968836
CA0706032,-121.7008577794941,37.971747856289014
CA0706034,-121.58505550598687,37.97312321640818
CA0706037,-121.62689508102655,38.01988961933634
CA0706042,-121.63446076040121,38.02350223827188
CA0706049,-121.64081645990949,37.88959287258171
CA0706054,-121.64093525727445,38.015522437047366
CA0706059,-121.66782838054569,37.990320785226494
CA0706101,-121.79321233521208,37.928395392305
CA0706102,-121.66849911623177,37.89842973258569
CA0706108,-121.69552865085359,37.96225351414508
CA0706111,-122.04412838362083,37.80204720754159
CA0706112,-121.77712128317806,37.85106437046757
CA0707501,-121.65689778114566,38.02212083567839
CA0707502,-121.85534928081508,37.9534940346608
CA0707503,-121.63314816388457,38.04143628436334
CA0707507,-121.63098930582187,38.00828958113378
CA0707509,-121.63994599943997,38.01528907947641
CA0707511,-122.00594073183466,37.912868186320864
CA0707515,-121.74040957687063,37.959414338459375
CA0707517,-121.68956676501838,37.90227383013338
CA0707519,-121.65257747435459,38.01174953587598
CA0707521,-121.63782681830905,37.867296441569366
CA0707523,-121.61400358169294,38.019581769813925
CA0707532,-121.96140754096913,38.04147665404197
CA0707542,-121.90222160586359,37.91339114417303
CA0707543,-121.68009800761106,37.91689940749772
CA0707545,-121.61183524525565,37.938732393877814
CA0707547,-121.66536229880644,37.97578562426593
CA0707550,-121.63888466624798,38.01165787575988
CA0707553,-121.92052525639944,38.027410063222106
CA0707556,-121.63258735286725,38.01150745741262
CA0707558,-121.94031331295871,38.02896718121453
CA0707562,-122.00549507117941,37.91142376697747
CA0707568,-121.7617453418214,38.00468393628363
CA0707569,-121.65023252650393,38.018237763543176
CA0707570,-121.77340634896257,38.00519489499678
CA0707572,-121.63928210529684,38.01458438076575
CA0707573,-121.62791796996127,37.999783676843634
CA0707574,-121.63336747791764,38.02240312318386
CA0707575,-121.60962687675027,38.021213703382564
CA0707576,-121.61415366753691,38.021122771967235
CA0707577,-121.62571005364478,38.03636560421807
CA0707585,-122.16469077554486,37.833155607989475
CA0707588,-121.69944826178339,37.99155514132645
CA0707589,-121.9217317739633,38.02752684562616
CA0707591,-121.69934241795326,37.991574351765394
CA0707592,-121.61247112183801,38.02650794675187
CA0707594,-121.85084734989539,38.012144197519014
CA0707595,-121.62282933950097,37.85159909470761
CA0707597,-121.62928800034464,38.006190070193185
CA0707598,-121.64295290933889,37.87399409358618
CA0707601,-121.62129250912469,38.03265801519885
CA0707602,-121.62427804098353,38.03549921753709
CA0707603,-121.79331958646891,37.89411981604039
CA0707608,-121.6355696496315,38.00997287465896
CA0707613,-121.62981512611617,38.03808657485454
CA0707615,-121.78457678852065,37.77101684686217
CA0707617,-122.08014549182795,37.85059467270057
CA0707620,-122.16248748703734,37.827512118910505
CA0707623,-122.16009306361414,37.826611225615636
CA0707625,-122.06326561229214,38.020018735944205
CA0707630,-121.6345440979495,38.04346887902958
CA0707639,-122.00269119059179,37.8905751673695
CA0710001,-121.7965885346391,37.97979789905427
CA0710002,-121.9583123122574,38.0290262339214
CA0710003,-121.89636798768053,37.95786845688041
CA0710004,-121.71680648855603,37.931113807339344
CA0710006,-122.12182681675708,37.9961032846279
CA0710007,-121.69552941148629,37.992787526446584
CA0710008,-121.89690201786763,38.018978204524764
CA0710009,-121.60670186568653,37.90711963773022
CA0710010,-121.73619767758422,37.97995279166862
CA0710011,-121.7343430305159,37.979898870513665
CA0710300,-121.91935242940501,37.87041509283539
CA0710800,-121.6025582697906,37.796643859542854
CA0790002,-122.06708928299159,37.99865378856375
CA0790004,-121.84303625422211,38.01678263110177
CA0790007,-122.11420752010868,38.02039914111967
CA0800526,-124.06997639117604,41.572927068952225
CA0800530,-124.16690097679964,41.741920818581576
CA0800532,-124.07276462821785,41.79415975240476
CA0800542,-124.16586068628635,41.741377959433926
CA0800548,-124.04149916722463,41.53022480068914
CA0800552,-124.19984538180432,41.781025652884196
CA0800555,-123.97345883582065,41.84683394525516
CA0800556,-124.10018609587905,41.83017026103251
CA0800557,-124.04634929590455,41.575005048371715
CA0800603,-124.20607920987489,41.76580494225876
CA0800605,-124.19663976005468,41.78117385336857
CA0800608,-124.08461497916454,41.58504558532842
CA0800613,-123.99068548793807,41.51904507883643
CA0800615,-124.0362092016531,41.52257087426442
CA0800622,-124.05203971536099,41.54292623629742
CA0800627,-124.05018417962529,41.53991540532749
CA0800632,-124.03824693526997,41.51575835110567
CA0800635,-124.05201661691731,41.53058940178422
CA0800647,-124.15041149151547,41.86991464545269
CA0800649,-124.05142455659542,41.55663091269587
CA0800652,-124.19366113770289,41.76850731055292
CA0800661,-123.74756505074657,41.9681064345583
CA0800666,-123.8882229827947,41.8560535387922
CA0800700,-124.19626052549827,41.77787723390732
CA0800795,-123.80265387023992,41.88782733682605
CA0800800,-124.19788381113479,41.78562314692408
CA0800825,-124.10491374506873,41.84133398780776
CA0800850,-124.1507147988184,41.86467066022382
CA0800861,-124.16857951600636,41.92150578333733
CA0810001,-124.17710323581984,41.78662955804989
CA0810003,-124.1622393420683,41.753690172862804
CA0810300,-124.11637609941094,41.67628585188965
CA0810303,-124.10772805834272,41.77245169060907
CA0810500,-124.0981467501445,41.590594499400204
CA0810502,-124.06868763552686,41.54821915375981
CA0810800,-124.06067833745286,41.50053267990407
CA0900102,-120.84559169608863,38.56301943164501
CA0900103,-120.31508694221966,38.76834190085709
CA0900104,-120.71110538576275,38.60605482267087
CA0900106,-120.57732883370144,38.58122919043678
CA0900107,-120.7029772698654,38.610210169376195
CA0900108,-120.93295241755203,38.66615589209911
CA0900111,-120.71413222780542,38.60602218830044
CA0900112,-120.72104337795963,38.60213407847624
CA0900113,-120.50545489217286,38.609137681297724
CA0900118,-120.59779918623964,38.62164189247279
CA0900206,-120.73982286656083,38.937433998610835
CA0900210,-120.99012109801627,38.55613644814531
CA0900212,-120.90665066216167,38.80356716717072
CA0900219,-120.91037610882934,38.7996433488347
CA0900220,-121.02378860678714,38.611629536105916
CA0900300,-120.2958822730702,38.773896091269684
CA0900304,-120.31118258637117,38.77254119801609
CA0900305,-120.7519647608887,38.9348780468635
CA0900306,-120.68995979095814,38.91938462154923
CA0900308,-120.68673259019185,38.91704700755549
CA0900309,-120.71457172861236,38.60432338724571
CA0900311,-120.34029170814297,38.831214216128906
CA0900314,-120.37359320409291,38.81441904977995
CA0900316,-120.38087872025908,38.8976463163515
CA0900317,-120.7298989582519,38.93997514242128
CA0900318,-120.7390819028656,38.9381351633608
CA0900401,-120.6053420056269,38.65913296291084
CA0900404,-120.94661567676673,38.66492805291033
CA0900408,-120.98094908323155,38.70235766975626
CA0900410,-120.98224429599196,38.5595084321234
CA0900411,-120.91092180124478,38.79771180172976
CA0900417,-120.93683345823598,38.82271880311234
CA0900419,-120.94666448903995,38.836424277046845
CA0900422,-120.65828856526689,38.591510742327095
CA0900423,-120.90403107650404,38.80670399095019
CA0900505,-120.06840065412086,38.931076083656734
CA0900507,-120.07386052789577,38.886194568369376
CA0900516,-120.11614719149368,38.80240076473862
CA0900529,-119.9480975903768,38.9580574687132
CA0900533,-120.11383549340978,38.95189709598416
CA0900535,-119.95137376375932,38.95075563375174
CA0900536,-119.94966245500136,38.95169902697814
CA0900542,-120.0995966080061,38.94484547400437
CA0900548,-119.9462230100723,38.95656045337142
CA0900551,-119.95629778349307,38.94604675804705
CA0900553,-119.96408552238852,38.9456778293708
CA0900554,-119.948426860383,38.952214141037246
CA0900555,-119.99861198755876,38.91763667287807
CA0900557,-120.01591290129227,38.92097343724891
CA0900562,-119.95714600847873,38.940496032821954
CA0900564,-119.95458043230164,38.94190185886021
CA0900565,-119.99688186706597,38.918796387951396
CA0900576,-119.9448968407586,38.96069581285159
CA0900578,-119.99978243986882,38.90692111460226
CA0900579,-119.94896328636311,38.95201204666404
CA0900581,-119.94770432444172,38.95218985834341
CA0900582,-119.94689126955103,38.95862415627872
CA0900585,-119.98272503632693,38.927175668238256
CA0900586,-119.96304880523368,38.94599685342225
CA0900587,-119.92553087503128,38.91571923786952
CA0900592,-119.95393597228997,38.94243210345012
CA0900621,-119.99949063403575,38.90752911576942
CA0900623,-119.96203970868042,38.94636939372895
CA0900624,-119.95459713104104,38.941127388637575
CA0900631,-120.06158215215731,38.92616472306893
CA0900636,-119.99490463928238,38.9219189384667
CA0900648,-120.00374417719546,38.9221631272682
CA0900651,-120.10505904697291,38.8077963957068
CA0900652,-120.0435181691119,38.83438317126701
CA0900653,-119.95481162087695,38.9441985200938
CA0900654,-120.06615759066563,38.94203301166683
CA0900655,-120.01109234781514,38.918407113365085
CA0900663,-120.03681328796297,38.82512687666344
CA0900673,-119.9474453407675,38.951039926953804
CA0901217,-120.7188582851196,38.96992651376277
CA0901219,-120.40300736884068,38.65607807113655
CA0901222,-120.26722597267552,38.75360814524964
CA0901229,-120.37643298979816,38.81457375939022
CA0901230,-120.3111467924263,39.00578301560848
CA0901232,-120.36508149759972,38.99644861669609
CA0901239,-120.32683420902958,38.75985845742059
CA0901243,-120.204006060605,38.699763778338635
CA0901244,-120.79042664041876,38.92328126063842
CA0901247,-120.38835206020507,38.89043670599041
CA0901249,-120.37142461891884,38.88951413443307
CA0910001,-120.81830398894493,38.71202779523031
CA0910002,-119.99637227839484,38.89554150088795
CA0910003,-120.79187767882445,38.72954327216845
CA0910006,-120.53486791591855,38.63594844120297
CA0910007,-120.01041012190278,38.92245099327783
CA0910013,-120.90970912801033,38.87719062237972
CA0910015,-120.00560056152655,38.93353425725494
CA0910017,-120.14527909685025,38.79815502619374
CA0910018,-120.7323450495442,38.61619830768271
CA0910019,-119.94666487280416,38.9583552161015
CA0910301,-120.10054267580102,38.98194339071827
CA0910302,-120.10775150835485,38.95484429301674
CA0910303,-120.08353598372472,38.95286151846524
CA0910305,-120.09624360513062,38.96169351716811
CA1000001,-119.40249621986081,37.064527642474886
CA1000003,-119.18498028127638,37.25086605213751
CA1000004,-119.64389086703335,36.747687870587676
CA1000005,-119.24907613735517,37.2046333845728
CA1000007,-119.23259427758506,37.23721965715254
CA1000010,-119.2580468357892,37.19236032126119
CA1000012,-118.9864337825842,37.109583723334985
CA1000013,-119.17194810971314,37.252969653762996
CA1000015,-119.15409836970899,37.0781455483784
CA1000016,-119.3154399072935,37.11034701977254
CA1000017,-119.24158292479595,37.22960373127983
CA1000018,-119.79096720961375,36.65096210510346
CA1000019,-120.39074767311425,36.50304067275306
CA1000020,-119.20061083417933,37.19768906733608
CA1000021,-119.46188344514314,36.74045193424785
CA1000023,-119.63569360121343,36.748485250192076
CA1000024,-119.16966760379276,37.059889654962774
CA1000039,-119.56329967754942,36.8136452544453
CA1000040,-119.40874971658741,37.06527589821369
CA1000041,-119.65095758558545,37.02728953328244
CA1000042,-119.37366552370038,37.0440112658995
CA1000048,-119.91760055848336,36.8373089250923
CA1000049,-119.23567383094867,37.236494588091176
CA1000050,-119.20387809895406,37.24341845900833
CA1000051,-119.1694010872044,37.25473762989032
CA1000053,-119.93099187141692,36.43291625191545
CA1000054,-120.44430056229291,36.801421446067316
CA1000056,-119.43107410160218,37.07990035862791
CA1000057,-119.8588162673779,36.758273620402555
CA1000058,-119.32102950586031,37.09874422632382
CA1000059,-119.31659771078823,37.09745485673602
CA1000060,-119.31696294125305,37.10304040089599
CA1000061,-119.32076277766681,37.09042323719537
CA1000063,-119.4935376894413,37.091652655558924
CA1000067,-119.16335774791227,37.25580929773443
CA1000069,-119.31850663966559,37.10769212886491
CA1000071,-119.30568427120042,37.138652243063035
CA1000072,-119.30596473857207,37.13887097524267
CA1000075,-119.61161921723048,36.604333459787306
CA1000076,-119.19813471450654,37.25141384750204
CA1000078,-119.63663483201871,36.848793555167696
CA1000079,-120.2262713992063,36.73508216614075
CA1000080,-119.19845704637194,37.24984796431877
CA1000083,-119.24132785485693,36.97690831356304
CA1000085,-119.3170922355496,36.86328890856129
CA1000087,-120.65833960574463,36.81602198814592
CA1000094,-119.91858582611862,36.72552710483164
CA1000096,-119.41041337638787,36.78691647435627
CA1000097,-119.73225114864594,36.96533191657753
CA1000104,-119.5011208893011,36.73161071503677
CA1000105,-119.86012058235643,36.72923039588171
CA1000111,-119.36904119245781,37.0610511380793
CA1000112,-119.56624155202927,36.78012706122378
CA1000116,-118.90826610431326,36.79326893540241
CA1000122,-118.94084681989656,36.803396413416834
CA1000126,-118.90273084649378,36.75897697495296
CA1000128,-118.98997133297738,36.73522665036853
CA1000129,-118.9861887319983,36.73148530048667
CA1000130,-118.993958288378,36.73042767693354
CA1000134,-119.18513189653335,37.075348328411046
CA1000135,-119.15490827919328,37.06143403305391
CA1000136,-119.30648975223565,36.90674220096772
CA1000137,-119.15805705844534,37.07909101010386
CA1000140,-119.15968726690329,37.25261526894772
CA1000141,-119.22770792782154,37.23835555353378
CA1000143,-119.31122822132684,37.11239362686686
CA1000145,-119.01162516274864,37.38062206722401
CA1000147,-119.17708503960598,37.25285809792156
CA1000148,-119.30855246837918,36.792406251277875
CA1000151,-119.07649799693326,36.75926937456584
CA1000156,-119.17757814080358,37.235520875640404
CA1000157,-119.18637599328883,37.235281137922215
CA1000160,-119.6855429380966,36.946042610614754
CA1000161,-119.49746560027909,37.10916703521237
CA1000162,-119.82548883522188,36.75983763827201
CA1000164,-119.1970271031695,37.24781039551553
CA1000165,-119.2909001782617,37.105600047855525
CA1000170,-119.15192652951121,37.06689854793391
CA1000172,-119.16951304167702,37.25483859800191
CA1000175,-120.15708368540058,36.36349559024418
CA1000176,-120.10150111233347,36.542142399315736
CA1000177,-120.78296256907889,36.863033784969936
CA1000178,-120.24994139714143,36.25478588314421
CA1000180,-119.39825320988612,36.610243403145276
CA1000181,-119.79654320154017,36.553637083754495
CA1000182,-119.98860109787404,36.49165709314861
CA1000184,-119.11790298861145,36.734538080753694
CA1000185,-119.45043565628656,36.661586655707175
CA1000186,-120.099541856496,36.53336769030887
CA1000187,-119.58279090765647,36.59153524132152
CA1000189,-119.6815593190611,36.43328669413279
CA1000190,-119.68311727878643,36.69853887516224
CA1000192,-119.73633122029729,36.56371078387984
CA1000193,-119.38292667509374,36.684943672949046
CA1000194,-119.75371379539243,36.59990943343269
CA1000196,-119.4829857994047,36.6091269633418
CA1000198,-119.68160226414967,36.54804387214265
CA1000199,-119.63775207368897,36.634758307291484
CA1000200,-119.79155206329351,36.59136373066885
CA1000201,-120.08862957188488,36.77389030079564
CA1000204,-119.8423748507988,36.633180726437985
CA1000206,-119.9507374416119,36.726849541828116
CA1000207,-119.98738008581685,36.7646744035251
CA1000208,-119.92408468188157,36.77396259283368
CA1000213,-120.28946493805314,36.343971262912156
CA1000214,-120.23598369135426,36.252311000035526
CA1000217,-119.9717883453554,36.76672098069702
CA1000221,-119.79286537208641,36.647742510190284
CA1000223,-118.98754412407699,37.0092998843504
CA1000225,-119.34854530962356,36.86286412766089
CA1000229,-119.85434855815956,36.780739911700465
CA1000230,-119.78589166500416,36.88769638703972
CA1000238,-119.7997312243243,36.43200577772099
CA1000244,-119.73825476747336,36.653407544976176
CA1000247,-119.44766720233481,36.741742146219195
CA1000248,-119.99623761860305,36.71366387167936
CA1000249,-119.31832684033692,36.86612430143059
CA1000253,-119.50061450066971,36.73325558449037
CA1000254,-119.46891155881612,36.730670201406234
CA1000257,-119.4889045708184,37.083380485120706
CA1000258,-119.31777299090744,36.86516138725939
CA1000259,-119.84807462519483,36.756454717063455
