k,max_intra_cluster_distance_km
1159,173.13718354122707
1160,173.13718354122707
1161,173.13718354122707
1162,173.13718354122707
1163,173.13718354122707
1164,173.13718354122707
1165,173.13718354122707
1166,173.13718354122707
1167,173.13718354122707
1168,173.13718354122707
1169,173.13718354122707
1170,173.13718354122707
1171,173.13718354122707
1172,173.13718354122707
1173,173.13718354122707
1174,173.13718354122707
1175,173.13718354122707
1176,173.13718354122707
1177,173.13718354122707
1178,173.13718354122707
1179,173.13718354122707
1180,173.13718354122707
1181,173.13718354122707
1182,173.13718354122707
1183,173.13718354122707
1184,173.13718354122707
1185,173.13718354122707
1186,173.13718354122707
1187,173.13718354122707
1188,173.13718354122707
1189,173.13718354122707
1190,173.13718354122707
1191,173.13718354122707
1192,173.13718354122707
1193,173.13718354122707
1194,173.13718354122707
1195,173.13718354122707
1196,173.13718354122707
1197,173.13718354122707
1198,173.13718354122707
1199,173.13718354122707
1200,173.13718354122707
1201,173.13718354122707
1202,173.13718354122707
1203,173.13718354122707
1204,173.13718354122707
1205,173.13718354122707
1206,173.13718354122707
1207,173.13718354122707
1208,173.13718354122707
1209,173.13718354122707
1210,173.13718354122707
1211,173.13718354122707
1212,173.13718354122707
1213,173.13718354122707
1214,173.13718354122707
1215,173.13718354122707
1216,173.13718354122707
1217,173.13718354122707
1218,173.13718354122707
