PWS.ID,Primary.Source,Service.Connections.Count,Longitude,Latitude,Population.2016,Population.2021,Population.Change,Maximum.contaminant.levels.violation,Treatment.technique.violation,Health.violation,Monitoring.and.reporting.violation,SAFER.STATUS,Physical_Consolidation_Type,Physical_Cluster_Number,Managerial_Consolidation_Type,Managerial_Cluster_Number
CA1500374,Ground water,45,-118.51539411028936,35.12661177877551,149,149,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,748,Balanced_Merger,536
CA1500407,Ground water,162,-118.49028380276664,35.71742188678302,600,211,-0.6483333333333333,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,749,Balanced_Merger,671
CA1510026,Ground water,221,-118.45643466513953,35.579408927445265,784,419,-0.4655612244897959,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,750,Balanced_Merger,591
CA1510039,Ground water,804,-118.37581657055016,35.637047834398096,2959,1394,-0.5288948969246366,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,751,Balanced_Merger,359
CA1510043,Ground water,206,-118.22183033787122,35.687427488622525,686,268,-0.60932944606414,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,752,Balanced_Merger,672
CA1510049,Ground water,209,-118.46629984146992,35.63292101615567,686,271,-0.6049562682215743,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,753,Balanced_Merger,260
CA1510056,Ground water,528,-118.4964121033924,35.59247570285899,1635,348,-0.7871559633027523,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,203,Balanced_Merger,591
CA2710009,Ground water,2749,-121.12835869563855,36.21565966529548,14441,14441,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,754,Balanced_Merger,673
CA2710010,Ground water,24712,-121.64337909643272,36.687100804605926,106858,106858,0.0,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,755,Balanced_Merger,517
CA2710012,Ground water,1632,-121.66261115460917,36.60815534394475,8213,8213,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,756,Balanced_Merger,624
CA1500333,Ground water,80,-118.16093288792813,35.05725715126788,115,116,0.008695652173913,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,757,No_Consolidation,863
CA1510033,Surface water,1903,-118.42166402830912,35.75261304208941,5290,2520,-0.5236294896030246,9.0,0.0,9.0,0.0,At-Risk,No_Consolidation,758,Balanced_Merger,358
CA4110006,Surface water,18532,-122.29291017125864,37.393428260337416,58432,58432,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,759,Direct_Acquisition,641
CA4110007,Purchased water,10465,-122.26625351447758,37.49181254988931,29554,30955,0.0474047506259728,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,760,Balanced_Merger,674
CA4110008,Purchased water,25435,-122.31194750103704,37.54217204134431,101004,107465,0.0639677636529246,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,761,Balanced_Merger,620
CA4110009,Purchased water,16406,-122.42716010017664,37.66150295009324,61223,62039,0.0133283243225585,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,762,Balanced_Merger,272
CA4310001,Purchased water,18528,-122.07207568331376,37.35467323805946,68404,70014,0.0235366352844862,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,763,Balanced_Merger,366
CA0410002,Ground water,29610,-121.8354282541976,39.74344885526331,100435,104908,0.0445362672375168,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,764,Direct_Acquisition,576
CA0410005,Surface water,3551,-121.55891078058812,39.497901573289866,9427,10698,0.1348255012199002,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,765,Balanced_Merger,314
CA5810001,Ground water,3722,-121.58151682664828,39.15285770193006,12017,12231,0.0178081051843222,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,766,Balanced_Merger,552
CA1110003,Ground water,2387,-122.20053864988569,39.52184009641551,7035,7153,0.016773276474769,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,767,Direct_Acquisition,251
CA1910104,Purchased water,24081,-118.36485307464432,33.76815383218652,69889,70363,0.0067821831761793,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,768,No_Consolidation,864
CA1710005,Surface water,1236,-122.78863306931422,39.08336517892933,2369,2397,0.0118193330519206,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,769,No_Consolidation,865
CA5610016,Purchased water,6908,-118.8164132522191,34.172549648705925,19451,19477,0.0013366922009151,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,770,Balanced_Merger,627
CA1510003,Surface water,58777,-118.9543830007131,35.37524875594818,254603,259157,0.0178866706205347,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,771,Balanced_Merger,667
CA4810701,Purchased water,1,-121.94492613996891,38.26275302714488,7190,7190,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,772,Balanced_Merger,596
CA1910134,Purchased water,26722,-118.37057208662866,33.86697061307412,95774,96456,0.0071209305239417,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,773,Balanced_Merger,151
CA3910001,Purchased water,43871,-121.28340852519308,37.95551253114277,170414,173272,0.0167709225767835,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,774,Balanced_Merger,197
CA1910033,Purchased water,32996,-118.2712419238863,33.838929136444435,142131,143227,0.0077111960093153,0.0,0.0,0.0,4.0,Not Assessed,No_Consolidation,775,Balanced_Merger,622
CA1910047,Purchased water,6218,-118.34701402357705,33.91728143845128,44504,44690,0.0041793996045299,0.0,0.0,0.0,2.0,Not At-Risk,No_Consolidation,776,Balanced_Merger,151
CA1910010,Ground water,673,-118.1674178213717,34.65714382772365,1787,1422,-0.204252937884723,0.0,0.0,0.0,0.0,Potentially At-Risk,Direct_Acquisition,209,Balanced_Merger,295
CA1910242,Ground water,209,-118.44738538437105,34.67640674442941,667,952,0.4272863568215892,0.0,0.0,0.0,0.0,Not At-Risk,Direct_Acquisition,43,Direct_Acquisition,136
CA5402038,Ground water,153,-119.29441350844348,36.38177149309497,550,550,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,202,Balanced_Merger,551
CA3301031,Surface water,178,-116.90746807281734,33.97374931574998,545,552,0.0128440366972477,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,777,Direct_Acquisition,668
CA5510011,Surface water,535,-120.05541447952804,38.15641496564214,375,153,-0.592,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,778,Balanced_Merger,675
CA1200541,Surface water,66,-123.78719061642792,40.21069530051008,300,300,0.0,0.0,1.0,1.0,2.0,Not At-Risk,No_Consolidation,779,Balanced_Merger,669
CA1510004,Ground water,248,-118.99278899627872,35.33792953856285,900,900,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,780,Direct_Acquisition,676
CA1010052,Ground water,229,-119.3097149628043,37.07878133104304,875,850,-0.0285714285714285,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,781,Balanced_Merger,222
CA4410010,Surface water,24554,-122.0343993051163,36.984709987223646,94887,97767,0.0303518922507825,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,782,No_Consolidation,866
CA5510007,Surface water,388,-120.01237042350256,38.19728710110106,1330,1283,-0.0353383458646616,0.0,1.0,1.0,1.0,Failing,No_Consolidation,783,Balanced_Merger,200
CA1000057,Ground water,29,-119.8588162673779,36.75827362040256,99,96,-0.0303030303030303,6.0,0.0,6.0,0.0,Failing,Balanced_Merger,211,Balanced_Merger,234
CA3310031,Ground water,66033,-117.4080872110661,33.94148536966012,300106,312045,0.0397826101444156,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,784,Balanced_Merger,679
CA4900536,Ground water,109,-122.94824682453996,38.4083575299324,277,383,0.3826714801444043,0.0,0.0,0.0,1.0,Potentially At-Risk,No_Consolidation,785,Balanced_Merger,120
CA1200590,Ground water,14,-124.10561434448825,41.031624838612025,31,33,0.064516129032258,0.0,0.0,0.0,0.0,Not At-Risk,Direct_Acquisition,237,Balanced_Merger,242
CA4010018,Ground water,1505,-120.49917260534102,35.0172469390572,4904,4409,-0.1009380097879282,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,786,Balanced_Merger,320
CA5610059,Purchased water,13498,-118.72948584340668,34.261807637675425,40638,43934,0.0811063536591367,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,787,Balanced_Merger,678
CA1210024,Surface water,226,-124.10772740049153,41.03610072715743,490,490,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,Direct_Acquisition,237,Balanced_Merger,242
CA4901221,Ground water,16,-122.86919933393628,38.43370564514302,45,50,0.1111111111111111,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,220,Direct_Acquisition,155
CA1700546,Surface water,89,-122.74015955985752,38.98089650553628,263,252,-0.0418250950570342,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,78,Joint_Merger,89
CA5500071,Ground water,100,-120.47205526405382,37.94948127130789,269,269,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,788,Balanced_Merger,129
CA4600012,Surface water,57,-120.84326685000866,39.46878345448163,80,80,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,789,No_Consolidation,867
CA5400769,Ground water,14,-119.04462175979798,36.11378376524016,122,41,-0.6639344262295082,0.0,0.0,0.0,3.0,At-Risk,No_Consolidation,790,Balanced_Merger,663
CA5400792,Ground water,177,-119.1472210036236,36.08358865455087,725,650,-0.1034482758620689,0.0,0.0,0.0,0.0,Failing,No_Consolidation,791,Balanced_Merger,418
CA5400631,Ground water,195,-119.2218557829264,36.30968833776749,720,694,-0.0361111111111111,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,792,Direct_Acquisition,644
CA5410009,Ground water,840,-119.29472523311544,35.96703647583524,3310,2772,-0.1625377643504531,11.0,0.0,11.0,1.0,Failing,No_Consolidation,793,Balanced_Merger,512
CA1700508,Ground water,131,-122.73453303707026,39.02832739822527,300,300,0.0,0.0,0.0,0.0,2.0,Not At-Risk,No_Consolidation,794,Balanced_Merger,522
CA1010027,Ground water,5914,-119.44766831219457,36.59669286493625,24842,25917,0.0432734884469849,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,795,Balanced_Merger,516
CA1500442,Ground water,20,-119.05066425583271,35.34590984995915,37,37,0.0,17.0,0.0,17.0,1.0,Failing,No_Consolidation,796,Direct_Acquisition,676
CA4310013,Purchased water,1497,-122.16763192076928,37.42487896474135,29635,32218,0.0871604521680445,1.0,0.0,1.0,0.0,Not At-Risk,No_Consolidation,797,Balanced_Merger,255
CA3610800,Ground water,1,-116.90586626538447,34.0332633435129,179,84,-0.5307262569832403,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,798,No_Consolidation,868
CA3610025,Ground water,4727,-116.2811415829118,34.166645637004926,9514,9665,0.0158713474879125,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,799,No_Consolidation,869
CA3010027,Purchased water,35462,-117.82792390368832,33.805054589475546,138640,140094,0.0104875937680323,0.0,0.0,0.0,1.0,Not Assessed,No_Consolidation,800,Balanced_Merger,188
CA3400101,Ground water,82,-121.51567506296432,38.36894315257192,100,100,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,236,Joint_Merger,32
CA3400106,Ground water,166,-121.51218741493332,38.24192665632809,300,300,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,175,Joint_Merger,81
CA3400156,Unknown source,33,-121.31134005610834,38.50833631429899,150,150,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,801,Direct_Acquisition,677
CA3400229,Ground water,13,-121.42289161835666,38.30716039363168,2800,2800,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,802,No_Consolidation,870
CA1210011,Surface water,584,-123.82470088417044,40.12011931319719,1500,1500,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,803,Balanced_Merger,483
CA0800555,Surface water,239,-123.97345883582064,41.84683394525516,775,775,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,804,No_Consolidation,871
CA3701934,Ground water,57,-116.53057245267438,32.84248484748186,350,350,0.0,0.0,0.0,0.0,2.0,Potentially At-Risk,No_Consolidation,805,Balanced_Merger,108
CA3910022,Surface water,202,-121.49633798358884,38.1105915748624,350,950,1.7142857142857142,3.0,0.0,3.0,0.0,Failing,No_Consolidation,806,No_Consolidation,872
CA2600621,Ground water,43,-118.32759169021834,37.360877986717206,50,142,1.84,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,807,Balanced_Merger,474
CA3600025,Ground water,42,-117.13010556881616,34.85312124729438,124,124,0.0,20.0,0.0,20.0,0.0,Failing,No_Consolidation,808,Balanced_Merger,520
CA3200114,Ground water,40,-120.94229955661991,39.98222316614726,28,28,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,809,Direct_Acquisition,574
CA5200547,Ground water,32,-122.20851110560277,40.18530273582639,75,75,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,170,Joint_Merger,77
CA0707576,Ground water,195,-121.61415366753693,38.02112277196724,380,380,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,270,Joint_Merger,90
CA5000099,Ground water,55,-121.00372505490031,37.74745922384982,110,110,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,810,Balanced_Merger,258
CA3601015,Ground water,74,-116.58235649558956,34.95008342795819,1000,1000,0.0,40.0,0.0,40.0,0.0,Failing,No_Consolidation,811,No_Consolidation,873
CA3600785,Ground water,50,-116.66684668585428,34.90528260034276,250,250,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,812,No_Consolidation,874
CA4500314,Ground water,31,-121.88458281386136,40.49519609596269,42,31,-0.2619047619047619,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,168,Balanced_Merger,171
CA4500313,Ground water,79,-122.2340493110292,40.55981071016781,261,261,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,813,Balanced_Merger,703
CA1900794,Ground water,145,-118.16233758211264,34.67130671478516,445,445,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,814,Balanced_Merger,696
CA5800850,Ground water,41,-121.09528876191985,39.42854564328656,60,60,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,815,Balanced_Merger,730
CA3100069,Ground water,54,-121.04784558983788,38.94266261362191,131,131,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,816,Balanced_Merger,635
CA3107339,Surface water,101,-121.14577693141234,38.773196768996286,333,333,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,817,Balanced_Merger,490
CA2700792,Ground water,34,-121.6624009380586,36.79629831996023,102,95,-0.0686274509803921,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,89,Joint_Merger,9
CA2702110,Ground water,17,-121.70498406227834,36.88390125590261,60,60,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,818,Balanced_Merger,428
CA2700624,Ground water,23,-121.7066430605145,36.80987738284899,66,66,0.0,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,218,Joint_Merger,17
CA2700992,Ground water,51,-121.42802420605696,36.24840254328618,150,25,-0.8333333333333334,0.0,0.0,0.0,0.0,Failing,No_Consolidation,819,Balanced_Merger,380
CA4310012,Purchased water,25828,-121.96802764112104,37.3644815309345,117200,129104,0.1015699658703071,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,820,Balanced_Merger,350
CA5400682,Ground water,42,-119.13524786347811,36.14407472656725,138,138,0.0,3.0,0.0,3.0,2.0,Failing,Balanced_Merger,226,Balanced_Merger,652
CA1910155,Purchased water,51888,-118.31385847424372,33.90611215346369,271566,275538,0.0146262786946819,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,821,Balanced_Merger,151
CA1800512,Ground water,166,-121.0511565004796,40.29580472475314,400,400,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,822,Balanced_Merger,542
CA5400616,Ground water,60,-119.02603316474634,36.38430714055007,200,109,-0.455,18.0,0.0,18.0,0.0,Failing,No_Consolidation,823,Direct_Acquisition,670
CA3100043,Ground water,32,-121.18150739790416,38.900692617820695,75,75,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,824,Balanced_Merger,601
CA3110023,Ground water,269,-120.0828452611476,39.22899840220772,524,524,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,125,Joint_Merger,98
CA3110036,Purchased water,273,-120.10891378795722,39.19049831381999,800,800,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,825,Balanced_Merger,628
CA3110001,Surface water,3260,-120.05231759821449,39.23743601100888,5000,5300,0.06,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,826,Balanced_Merger,628
CA1910179,Purchased water,25786,-118.32334698778368,34.187987844960986,106084,105861,-0.0021021077636589,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,827,No_Consolidation,875
CA0410007,Surface water,2369,-121.6066715886038,39.75633848833639,26299,4600,-0.8250884064032853,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,828,Direct_Acquisition,710
CA3100538,Ground water,15,-121.32114307186632,38.75034978566156,31,31,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,829,Direct_Acquisition,657
CA5800863,Ground water,30,-121.25293453714376,39.328547278030136,325,325,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,830,No_Consolidation,876
CA5800803,Ground water,70,-121.44140284783964,39.29848629518053,200,200,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,831,No_Consolidation,877
CA4710001,Surface water,420,-121.92091096492705,41.96153126775111,887,887,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,832,No_Consolidation,878
CA4010023,Ground water,587,-120.62643331698573,35.22302974239079,1957,1299,-0.3362289218191109,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,833,Direct_Acquisition,239
CA4010040,Ground water,959,-120.5754993141094,35.07829126859068,2582,2559,-0.0089078233927188,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,277,Balanced_Merger,718
CA4210016,Ground water,11710,-120.42684671770772,34.871806990958014,29543,32569,0.1024269708560403,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,834,Direct_Acquisition,263
CA4210021,Purchased water,455,-120.48563529329228,34.897114829595274,1505,1962,0.3036544850498339,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,835,Balanced_Merger,690
CA4210022,Ground water,206,-120.36617646639614,34.86709482561521,677,527,-0.2215657311669128,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,836,Direct_Acquisition,263
CA2800531,Ground water,20,-122.30642604549796,38.22896593158256,330,70,-0.7878787878787878,0.0,0.0,0.0,9.0,At-Risk,No_Consolidation,837,Balanced_Merger,338
CA4410017,Ground water,14464,-121.91848220083148,36.99219808744858,37720,40644,0.0775185577942736,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,838,Direct_Acquisition,173
CA5500104,Ground water,113,-120.32993028409088,37.95747010157232,316,316,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,839,Balanced_Merger,744
CA4200800,Ground water,41,-120.3921065464524,34.905388920026915,125,132,0.056,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,840,No_Consolidation,879
CA4000650,Ground water,313,-120.5866430749991,35.07462839184543,800,600,-0.25,0.0,0.0,0.0,5.0,Not At-Risk,Balanced_Merger,277,Balanced_Merger,718
CA3310007,Ground water,8831,-116.15808435774618,33.68098003776077,43917,45743,0.0415784320422615,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,841,Balanced_Merger,666
CA2300634,Ground water,71,-123.78242245242768,39.4898148741165,250,250,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,842,Balanced_Merger,286
CA4910002,Ground water,3266,-123.01885430886584,38.799343305540745,8618,9157,0.0625435135762357,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,843,Direct_Acquisition,218
CA1510020,Ground water,3393,-118.47218663499586,35.12724028999266,8839,8839,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Direct_Acquisition,182,Balanced_Merger,536
CA1700595,Ground water,93,-122.90801328644726,39.16049833633936,150,175,0.1666666666666666,0.0,0.0,0.0,2.0,Failing,Balanced_Merger,60,Balanced_Merger,165
CA2300506,Ground water,35,-123.37958708177742,39.01695320535013,85,100,0.1764705882352941,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,844,No_Consolidation,880
CA4510008,Ground water,482,-121.42802310260352,41.01774991677989,1600,1535,-0.040625,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,845,Direct_Acquisition,736
CA2810014,Surface water,97,-122.23371438807828,38.54223147271507,230,230,0.0,0.0,0.0,0.0,1.0,Potentially At-Risk,No_Consolidation,846,No_Consolidation,881
CA4000705,Ground water,29,-120.57249359289274,35.05266932570527,80,80,0.0,0.0,0.0,0.0,2.0,Not At-Risk,No_Consolidation,847,Balanced_Merger,718
CA4000202,Ground water,40,-120.56335293080984,35.21203625578609,60,148,1.4666666666666666,0.0,0.0,0.0,4.0,Not At-Risk,No_Consolidation,848,Balanced_Merger,262
CA3301528,Ground water,36,-117.09462892323909,33.43969614408423,89,92,0.0337078651685393,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,849,No_Consolidation,882
CA2800521,Surface water,190,-122.2128137752599,38.40915194938578,500,500,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,850,No_Consolidation,883
CA5500096,Ground water,46,-120.28847743015606,38.04128346647996,120,129,0.075,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,851,Balanced_Merger,544
CA3310028,Ground water,311,-114.72993010392082,33.60436596696526,1000,1000,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,852,No_Consolidation,884
CA3410015,Surface water,14798,-121.27542992867318,38.605168079949344,47810,44928,-0.0602802760928676,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,853,Balanced_Merger,738
CA1710002,Surface water,2160,-122.66735071803002,38.974667334466645,4376,4104,-0.0621572212065813,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,854,Direct_Acquisition,727
CA3410003,Ground water,1716,-121.3876246075737,38.59232379916418,5653,5125,-0.0934017335927825,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,855,Balanced_Merger,526
CA0710002,Purchased water,5052,-121.9583123122574,38.0290262339214,22258,22295,0.0016623236589091,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,856,Direct_Acquisition,407
CA3110051,Ground water,1107,-120.16057915030684,39.291771292953136,1218,1218,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,857,No_Consolidation,885
CA3110028,Surface water,933,-120.12446564854008,39.27248516159224,300,300,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,858,No_Consolidation,886
CA1500096,Ground water,14,-119.1105358469093,35.26626824775195,48,128,1.6666666666666667,8.0,0.0,8.0,0.0,Failing,Balanced_Merger,259,Balanced_Merger,719
CA1510801,Ground water,1768,-119.40861892268524,35.59181615861637,4881,6068,0.2431878713378406,0.0,0.0,0.0,0.0,Failing,No_Consolidation,859,Balanced_Merger,519
CA5500042,Ground water,168,-120.28534876654363,38.01536867944616,468,468,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,186,Balanced_Merger,544
CA2310003,Surface water,4781,-123.21104511101623,39.147648702434935,16185,15995,-0.0117392647513129,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,860,Balanced_Merger,493
CA4000222,Purchased water,388,-120.72829468336532,35.178810184497145,400,1630,3.075,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,861,Balanced_Merger,247
CA0310003,Surface water,1742,-120.7659148690713,38.37987348703128,5084,4943,-0.0277340676632572,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,862,Balanced_Merger,587
CA0310012,Surface water,2743,-120.5917278370687,38.42146563878837,8606,8809,0.0235881942830583,1.0,0.0,1.0,0.0,Not Assessed,No_Consolidation,863,Direct_Acquisition,313
CA0310019,Ground water,55,-120.6607612099932,38.46272630746486,188,188,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,864,Balanced_Merger,655
CA0310021,Ground water,732,-120.9773184674257,38.26070179784629,2386,2384,-0.0008382229673093,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,865,Balanced_Merger,228
CA4200851,Ground water,21,-120.38106826523736,34.852491952095725,66,66,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,866,Direct_Acquisition,263
CA4000741,Ground water,25,-120.5608624891738,35.18093108867893,60,60,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,867,Balanced_Merger,262
CA4200578,Ground water,91,-119.79084410766431,34.505119440835934,243,172,-0.2921810699588477,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,868,Balanced_Merger,559
CA4200633,Ground water,20,-119.63060736593488,34.425125661395334,55,55,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,269,Direct_Acquisition,604
CA1910009,Ground water,12386,-117.9590212597556,34.09999017644123,71003,56754,-0.2006816613382533,0.0,0.0,0.0,1.0,Potentially At-Risk,No_Consolidation,869,Balanced_Merger,375
CA2000589,Ground water,32,-119.46322064490604,37.18992465080601,60,60,0.0,1.0,0.0,1.0,0.0,At-Risk,No_Consolidation,870,No_Consolidation,887
CA3710005,Purchased water,28218,-117.29260283625136,33.13320303524918,84838,91697,0.0808482048138805,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,871,No_Consolidation,888
CA3702354,Ground water,307,-116.6472405875102,33.282542075096735,345,443,0.2840579710144927,0.0,0.0,0.0,52.0,Not At-Risk,No_Consolidation,872,Balanced_Merger,152
CA1500447,Ground water,60,-117.78242272008556,35.65013686245202,150,150,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,873,Balanced_Merger,175
CA2710008,Ground water,3772,-121.2531504138462,36.32219298728871,17898,17517,-0.0212872946697955,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,874,Direct_Acquisition,337
CA3710027,Surface water,28151,-117.22337907072328,33.190862444000615,124293,134588,0.0828284778708374,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,875,Balanced_Merger,711
CA4010003,Purchased water,693,-120.72203970865648,35.192833608187,1395,1758,0.2602150537634408,1.0,0.0,1.0,0.0,Not At-Risk,No_Consolidation,876,Balanced_Merger,247
CA3110022,Ground water,253,-120.14639222587807,39.06670169424951,117,853,6.2905982905982905,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,877,Joint_Merger,76
CA4110022,Purchased water,23557,-122.22858525067883,37.49876796202389,84557,87023,0.0291637593575931,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,878,Balanced_Merger,674
CA3310009,Purchased water,155877,-117.09953035197196,33.73118364881459,546146,608232,0.1136802247018196,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,879,No_Consolidation,889
CA5602140,Ground water,82,-119.1086519539988,34.272402932175225,150,196,0.3066666666666666,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,880,No_Consolidation,890
CA5610017,Surface water,29056,-119.224989233567,34.27836938946331,112677,113500,0.0073040638284654,1.0,0.0,1.0,0.0,Not Assessed,No_Consolidation,881,No_Consolidation,891
